OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
4731,90677,000000,Vitrified Clay,,4 S Washington St #02,6",,Sewage,True,True,Private,Private,20100421101516,Esri,63.2896984957755,"LINESTRING (-88.14746968703298 41.77495736731495,-88.14762178404824 41.77496092300626,-88.14770160065628 41.774962786997094)"
4732,90686,000000,Vitrified Clay,,717 Morningside Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,88.47604084112538,"LINESTRING (-88.15291042766229 41.78375169898904,-88.15272057647326 41.78373657891379,-88.15258784209401 41.783726007893634)"
4733,90687,000000,Vitrified Clay,,1048 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,68.36999378353319,"LINESTRING (-88.1643359681335 41.773918214656696,-88.16411386954235 41.77394418378402,-88.16408832324285 41.77394717047792)"
4734,89992,000000,Vitrified Clay,,1125 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,105.74833863785564,"LINESTRING (-88.12730051455294 41.769291002068755,-88.12738133231807 41.76900717285148)"
4735,89993,000000,Vitrified Clay,,1247 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,117.23224211414541,"LINESTRING (-88.1216012700903 41.7693137342868,-88.12164596744475 41.76899375773166)"
4736,90616,000000,Vitrified Clay,,384 River Bluff Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,90.66031546977047,"LINESTRING (-88.16463692757566 41.770095003660956,-88.16475434817471 41.76994071753546,-88.1648015030733 41.76987885062241)"
4737,90617,000000,Vitrified Clay,,13 N Parkway Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,121.94382705730922,"LINESTRING (-88.16443253934735 41.775917730131496,-88.16433723177786 41.77577914193326,-88.1642166385024 41.775624827595)"
4738,90618,000000,Vitrified Clay,,835 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,95.45869894098806,"LINESTRING (-88.16144044496409 41.77728542153954,-88.16136663704326 41.77719838008169,-88.16125290215656 41.777064242883895)"
4739,90620,000000,Vitrified Clay,,605 N Main St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,106.59503787030897,"LINESTRING (-88.14915265192596 41.782121639528086,-88.14888594131637 41.78211557177127,-88.14876199098745 41.78211299394831)"
4740,90621,000000,Vitrified Clay,,634 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,85.52049626148185,"LINESTRING (-88.14972237466276 41.782612536961956,-88.14992854374972 41.782616922407385,-88.15003581245489 41.782619204050256)"
4741,90622,000000,Vitrified Clay,,650 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,84.35967606101784,"LINESTRING (-88.14970707568467 41.783126102775235,-88.1498987781721 41.78313022295361,-88.1500162588206 41.78313274871111)"
4742,90623,000000,Vitrified Clay,,648 N Main St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,76.45986852809565,"LINESTRING (-88.14842513071292 41.78314490536261,-88.14859926924474 41.78315103425865,-88.14870522151647 41.78315375350384)"
4743,90624,000000,Vitrified Clay,,22 W Chicago Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,90.42030906005496,"LINESTRING (-88.1487484071055 41.77123457811468,-88.1487319431972 41.7713524084705,-88.14871448259281 41.77148141614476)"
4744,90625,000000,Vitrified Clay,,235 W Jefferson Av Dn,6",,Sewage,True,True,Private,Private,20100421101516,Esri,84.20228206216103,"LINESTRING (-88.15240930349053 41.77328667558398,-88.15241615169472 41.77314168541747,-88.152417313442 41.773055693462084)"
4745,90627,000000,Vitrified Clay,,235 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,84.42055591760925,"LINESTRING (-88.15234176991092 41.77543649889546,-88.15234640765523 41.77531636525174,-88.15235071304183 41.77520491959314)"
4746,90628,000000,Vitrified Clay,,507 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,80.54914621458134,"LINESTRING (-88.15648739389414 41.77553880221184,-88.15649271793247 41.775429174901724,-88.15649812346648 41.7753178964473)"
4747,90629,000000,Vitrified Clay,,9 N West St #02,6",,Sewage,True,True,Private,Private,20100421101516,Esri,88.25534581858358,"LINESTRING (-88.1579295025692 41.77573243209218,-88.15776951824917 41.77571627560161,-88.15760884979433 41.77570005301566)"
4748,90632,000000,Vitrified Clay,,227 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,88.9238401265325,"LINESTRING (-88.15180806203051 41.77744323737864,-88.15181861165254 41.77730860198032,-88.15182715714407 41.777199621972244)"
4749,90635,000000,Vitrified Clay,,519 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,74.31225754868156,"LINESTRING (-88.1519172036827 41.78092806401435,-88.15176727212989 41.78091337003576,-88.1516467881847 41.78090318193224)"
4750,90636,000000,Vitrified Clay,,535 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,81.81514552224453,"LINESTRING (-88.15048958500599 41.78139689502385,-88.15049031712057 41.78153806318376,-88.15049235026179 41.78162140580624)"
4751,90637,000000,Vitrified Clay,,625 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,89.48045244496103,"LINESTRING (-88.15181219554084 41.78233119919763,-88.15161117730452 41.78231817549514,-88.15148533558536 41.782310022572425)"
4752,90638,000000,Vitrified Clay,,220 S Washington St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,68.66407269089797,"LINESTRING (-88.14757960288858 41.77242817838123,-88.1478313226144 41.77242816821069)"
4753,90640,000000,Vitrified Clay,,390 River Bluff Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,81.85872340366751,"LINESTRING (-88.16441029269903 41.769957227290455,-88.16450320482132 41.76983515104577,-88.16455534099585 41.76976060631276)"
4754,90642,000000,Vitrified Clay,,25 S Laird St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,84.81680696623432,"LINESTRING (-88.16068204396593 41.7747894942491,-88.16057782505636 41.77477148877182,-88.16037906416462 41.77473714336894)"
4755,90643,000000,Vitrified Clay,,25 N Fremont St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,84.10744700406752,"LINESTRING (-88.15925684158869 41.77630339075692,-88.1591095073417 41.77628034050588,-88.15895501107505 41.776256167246444)"
4756,90644,000000,Vitrified Clay,,232 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,73.5032664397516,"LINESTRING (-88.15204459794374 41.77700315121244,-88.1520397992982 41.77714386686547,-88.15203772120095 41.77720480109222)"
4757,90645,000000,Vitrified Clay,,129 W 6th Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,96.53360290551292,"LINESTRING (-88.14970790261107 41.7818905462587,-88.14997390515553 41.78190164400522,-88.1500612094856 41.781906292325985)"
4758,90647,000000,Vitrified Clay,,115 Aurora Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,76.28693991083452,"LINESTRING (-88.15023571239577 41.770099290625815,-88.15024112274288 41.76997726472096,-88.15024498844394 41.76989005075348)"
4759,90648,000000,Vitrified Clay,,127 Aurora Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,74.84692651144121,"LINESTRING (-88.15070220228257 41.77010692628805,-88.15070748474058 41.76998769939157,-88.15071129964228 41.769901635993634)"
4760,90649,000000,Vitrified Clay,,135 Aurora Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,74.39002686341851,"LINESTRING (-88.15095385425566 41.77011192329559,-88.1509591103047 41.769993363515766,-88.15096289675117 41.76990788620163)"
4761,92770,000000,Vitrified Clay,,660 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,66.95565368383417,"LINESTRING (-88.14064270643397 41.763959979882735,-88.14082799782848 41.76405911280822,-88.14084567848461 41.76405943955118)"
4762,92775,000000,Vitrified Clay,,616 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,64.49898344132787,"LINESTRING (-88.13509293200937 41.76553106588504,-88.13530047362696 41.76552856423206,-88.13532932661312 41.765528215998124)"
4763,92777,000000,Vitrified Clay,,530 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,67.96038908777403,"LINESTRING (-88.13728862637454 41.76671585592667,-88.13753321078508 41.766680437570706)"
4764,92778,000000,Vitrified Clay,,370 Prairie Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,69.0323376841135,"LINESTRING (-88.14140883260636 41.767544481055076,-88.14143797875057 41.76736735050731,-88.14143977429686 41.76735645638816)"
4765,92780,000000,Vitrified Clay,,545 E Porter Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,92.1293108871884,"LINESTRING (-88.13910841203041 41.769680551081976,-88.13943248948688 41.76963377260633,-88.13944002648206 41.76963266347165)"
4766,92471,000000,Vitrified Clay,,7 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,100.50129803283892,"LINESTRING (-88.14122983703434 41.7747211453569,-88.14101355936836 41.77471387323208,-88.14086176141565 41.77470876967146)"
4767,92472,000000,Vitrified Clay,,209 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,100.70904982742363,"LINESTRING (-88.1438786324704 41.77773009240299,-88.1436584315719 41.77772403697868,-88.14350965568592 41.777719946710924)"
4768,92477,000000,Vitrified Clay,,1019 Catherine Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,91.25503304861509,"LINESTRING (-88.1324849837972 41.77350784139428,-88.1324163103722 41.77332992823707,-88.13239444886511 41.773266773584275)"
4769,92480,000000,Vitrified Clay,,340 S Loomis St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,97.7309236189831,"LINESTRING (-88.14138303756353 41.770036807128406,-88.14104909471125 41.7700973591743,-88.14103484101975 41.77009994277432)"
4770,92481,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,98.97700729924206,"LINESTRING (-88.14315048920962 41.777639430162914,-88.14343405989702 41.77764722638148,-88.14351311980941 41.77764939905584)"
4771,92489,000000,Vitrified Clay,,327 Center St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,90.56355544558645,"LINESTRING (-88.14647815776912 41.77924069441237,-88.14630900864664 41.7792362396972,-88.14614632568461 41.77923195463273)"
4772,92491,000000,Vitrified Clay,,311 Jamatt Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,92.89312372770632,"LINESTRING (-88.13137625254932 41.77921066435466,-88.13121341454818 41.779137343239015,-88.13108578916781 41.77907757312525)"
4773,92492,000000,Vitrified Clay,,1024 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,103.35561745676355,"LINESTRING (-88.13299610132692 41.77922860488184,-88.13282875549986 41.77919891609422,-88.13262194367547 41.77919315189903)"
4774,92495,000000,Vitrified Clay,,351 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,83.7361973627846,"LINESTRING (-88.13647794876604 41.77055497498468,-88.13626099783757 41.77059166476238,-88.13617939984375 41.77060823463484)"
4775,92496,000000,Vitrified Clay,,324 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,95.79050516060538,"LINESTRING (-88.14014060775483 41.77070111061131,-88.13981259318855 41.7707572869485,-88.13979829641036 41.77075973526748)"
4776,92498,000000,Vitrified Clay,,220 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,96.39982610134632,"LINESTRING (-88.13910216935645 41.77212162397822,-88.13933821328189 41.77208266605848,-88.13944727751455 41.772064666405015)"
4777,92500,000000,Vitrified Clay,,145 N Huffman St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,92.92973082252588,"LINESTRING (-88.13564891760214 41.77695704023145,-88.135394419935 41.77694954049794,-88.13530848089361 41.776947007341725)"
4778,92501,000000,Vitrified Clay,,227 N Brainard St Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,98.22129502949852,"LINESTRING (-88.14384583835658 41.77818564920499,-88.14363337217996 41.7781658714462,-88.14348841309794 41.778152816232456)"
4779,92503,000000,Vitrified Clay,,615 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,95.94363950296884,"LINESTRING (-88.14349045053292 41.782323869268424,-88.14328301820765 41.78232693418695,-88.14313920197961 41.782318035602515)"
4780,92504,000000,Vitrified Clay,,625 N Loomis St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,94.1285264799983,"LINESTRING (-88.14205578720872 41.78254598786235,-88.14181882260034 41.78252746428943,-88.14171252861914 41.78251915587519)"
4781,92505,000000,Vitrified Clay,,706 N Wright St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,96.20537924335041,"LINESTRING (-88.13826094297274 41.78293694790753,-88.1385029696331 41.78296951054942,-88.13860603516704 41.782990569196045)"
4782,92506,000000,Vitrified Clay,,725 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,91.31954714979975,"LINESTRING (-88.14337896213361 41.783692870881744,-88.14320177884127 41.783687259347786,-88.14304442922173 41.78368227553277)"
4783,92508,000000,Vitrified Clay,,828 N Loomis St Up,6",,Sewage,True,True,Private,Private,20100421101516,Esri,97.46217828118785,"LINESTRING (-88.1410299721458 41.78479900360604,-88.1412920700958 41.784819985588996,-88.14138530602585 41.784827452344246)"
4784,92509,000000,Vitrified Clay,,509 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,89.40018745743873,"LINESTRING (-88.143545431981 41.781195345449234,-88.14336538187695 41.78118930175985,-88.14321797906629 41.7811843535373)"
4785,92510,000000,Vitrified Clay,,815 N Loomis St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,89.81925863402381,"LINESTRING (-88.14174112562677 41.7846552730606,-88.14152031755187 41.784637596048206,-88.14141365751803 41.78462905625513)"
4786,89620,000000,Vitrified Clay,,319 E 6th Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,221.5390009616284,"LINESTRING (-88.14260878115849 41.782137192676196,-88.14262357744742 41.78193856480529,-88.14316914254945 41.7819623014314)"
4787,89622,000000,Vitrified Clay,,10 N Charles Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,127.0675827485825,"LINESTRING (-88.12877867082719 41.774987480802245,-88.12890999350745 41.77508382566811,-88.12905774575667 41.77522104369566,-88.12906733095326 41.775255122397816)"
4788,89623,000000,Vitrified Clay,,1023 Jupiter Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,105.10022396925837,"LINESTRING (-88.13069627264822 41.77491037653534,-88.1306091857309 41.774862299240155,-88.13054036002167 41.774661373238075)"
4789,89630,000000,Vitrified Clay,,1027 E Benton Av 1,6",,Sewage,True,True,Private,Private,20100421101516,Esri,129.02259872633664,"LINESTRING (-88.1304033577076 41.77655713426437,-88.13035691731075 41.77637501402588,-88.13031001895926 41.77621003857734)"
4790,89631,000000,Vitrified Clay,,307 N Charles Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,121.9666387262848,"LINESTRING (-88.12998070460308 41.778352120300156,-88.12998704180274 41.778494349290945,-88.12999561455423 41.77868664783013)"
4791,89632,000000,Vitrified Clay,,423 E Chicago Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,110.70013101506797,"LINESTRING (-88.1416145955702 41.77259440877528,-88.14161223502093 41.772395134423654,-88.14159120245934 41.77229181403884)"
4792,89633,000000,Vitrified Clay,,87 Quail Hollow Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,132.36478259953233,"LINESTRING (-88.13192739174298 41.775059400552266,-88.13183415086031 41.77519442487819,-88.13156633352918 41.77526103195604)"
4793,89635,000000,Vitrified Clay,,315 N Charles Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,127.76753927468917,"LINESTRING (-88.13017914684582 41.77835470517147,-88.13018010888426 41.77849465843266,-88.13010160069202 41.778564812739795,-88.13010280503337 41.778683972537266)"
4794,89642,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,101.30913267338354,"LINESTRING (-88.13873987577666 41.780328713162255,-88.13872667833365 41.78050155779735,-88.13871868481908 41.780606283478804)"
4795,89643,000000,Vitrified Clay,,1020 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,121.53775948642964,"LINESTRING (-88.13301905211577 41.7791605666433,-88.13285375852134 41.77913474852966,-88.13261305055482 41.77909951390277,-88.13258622305494 41.779111838019205)"
4796,89644,000000,Vitrified Clay,,1031 Jupiter Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,102.07498217877273,"LINESTRING (-88.13024786972105 41.775017727486166,-88.13019472315274 41.77488241599739,-88.1301423166251 41.77474897674575)"
4797,89645,000000,Vitrified Clay,,344 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,108.48935794650754,"LINESTRING (-88.1400451416155 41.770265128589365,-88.13967153492446 41.77033402379967,-88.13965898015316 41.77033633818247)"
4798,89646,000000,Vitrified Clay,,410 E Chicago Av Up,6",,Sewage,True,True,Private,Private,20100421101516,Esri,105.21624717683977,"LINESTRING (-88.14202257818512 41.77192238258384,-88.14208609660191 41.77214115260972,-88.14210449904888 41.77220454097514)"
4799,89647,000000,Vitrified Clay,,953 Anne Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,92.10803066404046,"LINESTRING (-88.13243254946006 41.771844200905996,-88.13237217760421 41.77159550113957)"
4800,89651,000000,Vitrified Clay,,827 Morven Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,110.69461373252312,"LINESTRING (-88.13456290016464 41.78270139048993,-88.13468545148653 41.78257046284237,-88.13481384012155 41.78246332732605)"
